nom_scientifique,ID,nom_commun,autres_noms,id_famille,taille_adulte_₋,taille_adulte_₊,profondeur_habituelle_-,profondeur_habituelle₊,Colonne_d_eau,reglementation,danger,mode_de_vie,entrainement_modele,A_entrainer,Cotes_françaises,Mediterranée,Atlantique,Manche,Mer du Nord,Pêche_commerciale,IUCN_red_list,citation_ouvrages,citation_doris,lien_fiche_doris,Unnamed: 3,label,nb_images
Platybelone argalus,120,L’orphie carène,,26,40.0,50,0.0,5.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Plectorhinchus mediterraneus,205,Le gaterin de mediterranée,,46,50.0,60,5.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pleuronectes platessa,531,La plie,,113,50.0,70,5.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Plotosus lineatus,479,Le poisson-chat géant,,92,80.0,100,,,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pollachius pollachius,298,Le lieu jaune,,52,60.0,80,10.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pollachius virens,297,Le lieu noir,,52,60.0,100,10.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Polyprion americanus,271,Le cernier,,62,100.0,150,40.0,200.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pomadasys incisus,208,Le grondeur métis,,46,30.0,35,10.0,40.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pomadasys stridens,207,Le grondeur à 3 bandes,,46,10.0,16,5.0,55.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pomatomus saltatrix,33,Le tassergal,,11,60.0,90,10.0,40.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pomatoschistus bathi,442,Le gobie de bath,,85,3.0,3.2,2.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pomatoschistus flavescens,450,Le gobie nageur,,85,4.0,5,0.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DE CASAMAJOR Marie-Noëlle, BARRABES Michel, BACHELET Guy, LE BRIS Sylvain in : DORIS, 10/09/2022 : Pomatoschistus flavescens (Fabricius, 1779)",https://doris.ffessm.fr/ref/specie/799,,70,304.0
Pomatoschistus knerii,443,Le gobie de Kner,,85,3.5,3.8,1.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pomatoschistus lozanoi,435,Le gobie-caméléon,,85,7.0,8,1.0,80.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pomatoschistus marmoratus,438,Le gobie marbré,,85,6.0,6.5,1.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LE BRIS Sylvain, BODILIS Pascaline in : DORIS, 21/06/2022 : Pomatoschistus marmoratus (Risso, 1810)",https://doris.ffessm.fr/ref/specie/4704,,68,313.0
Pomatoschistus microps,437,Le gobie tacheté,,85,6.0,6.5,0.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DE CASAMAJOR Marie-Noëlle, DON Jérémy, BARRABES Michel in : DORIS, 09/11/2020 : Pomatoschistus microps (Krøyer, 1838)",https://doris.ffessm.fr/ref/specie/803,,67,345.0
Pomatoschistus minutus,434,Le gobie buhotte,,85,7.0,8,1.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pomatoschistus norvegicus,436,Le gobie norvégien,,85,6.0,7,18.0,325.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pomatoschistus pictus,439,Le gobie varié,,85,5.0,5.5,0.5,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DE CASAMAJOR Marie-Noëlle, BARRABES Michel in : DORIS, 10/09/2022 : Pomatoschistus pictus (Malm, 1865)",https://doris.ffessm.fr/ref/specie/1862,,69,310.0
Pomatoschistus quagga,440,Le gobie quagga,,85,3.5,4,5.0,15.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pomatoschistus tortonesei,441,Le gobie de Tortonese,,85,3.0,3.7,1.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Priacanthus hamrur,256,Le beauclair lanterne,,60,25.0,30,15.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Prionace glauca,631,Le requin peau bleue,,140,250.0,385,0.0,400.0,Pleine eau,,,"Requin du grand large, parfois pres des côtes",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MALIET Vincent, SITTLER Alain-Pierre, CAPAPE Christian, KUPFER Michel in : DORIS, 27/03/2021 : Prionace glauca (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/1660,,,
Pristis pectinata,652,Le poisson scie tident,,143,400.0,500,1.0,10.0,Vit posé sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Psenes pellucidus,96,Le dérivant gélatineux,,21,50.0,90,0.0,500.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pseudaphya ferreri,445,Le gobie nageur de Ferrer,,85,3.0,3.2,2.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pseudocaranx dentex,81,La carangue dentue,,20,50.0,60,10.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MODRAK Gaël, CARO Valérie, MENUT Thomas in : DORIS, 10/10/2022 : Pseudocaranx dentex (Bloch & Schneider, 1801)",https://doris.ffessm.fr/ref/specie/5649,,97,409.0
Pseudupeneus prayensis,455,Le rouget-barbet du Sénégal,,86,30.0,55,10.0,300.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pteragogus pelycus,222,Le labre nain d’herbier,,53,10.0,15,2.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pteroplatytrygon violacea,676,La pastenague violette,,147,60.0,90,0.0,100.0,Pleine eau,,Possède un ou plusieurs aiguillons venimeux sur la queue.,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," RIUTORT Jean-Jacques, SITTLER Alain-Pierre in : DORIS, 23/07/2022 : Pteroplatytrygon violacea (Bonaparte, 1832)",https://doris.ffessm.fr/ref/specie/4770,,,
Pungitius pungitius,309,L’épinochette,,72,8.0,10,0.0,5.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Raja asterias,668,La raie étoilée,,146,50.0,60,20.0,80.0,Sur le fond,,,Se rencontre plus ou moins enfouie sur fond de sable,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," BEAUX Pierre-Jean, GIRARD Pascal in : DORIS, 19/12/2021 : Raja asterias Delaroche, 1809",https://doris.ffessm.fr/ref/specie/4565,,,
Raja brachyura,666,La raie lisse,,146,100.0,120,30.0,100.0,Sur le fond,,,Plutôt sur graviers et sables grossiers aussi sur la roche,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," ADER Denis, HUET Sylvie in : DORIS, 07/01/2022 : Raja brachyura (Lafont, 1873)",https://doris.ffessm.fr/ref/specie/542,,,
Raja clavata,669,Raie bouclée,,146,90.0,100,10.0,60.0,Sur le fond,,,"Fréquente tous types de fonds plats, souvent enfouie. Activité nocturne.",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DIDIERLAURENT Sylvie, BABIN Sylvie in : DORIS, 07/04/2021 : Raja clavata Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/2658,,,
Raja microocellata,672,La raie radiée,,146,70.0,90,0.0,100.0,Sur le fond,,,"Fonds variés, non vaseux",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,Raie mêlée,,
Raja miraletus,662,La raie miroir,,146,50.0,60,40.0,150.0,Sur le fond,,,Fonds sablo-vaseux et graviers coquillers ainsi que près des herbiers,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Raja montagui,667,La raie douce,,146,60.0,80,30.0,80.0,Sur le fond,,,"Surtout sur fonds sableux, également sur fonds durs",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Raja polystigma,664,La raie tachetée,,146,50.0,60,100.0,400.0,Sur le fond,,,Sur fonds meubles,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.","DORIS, 25/03/2021 : Raja polystigma Regan, 1923",,,,
Raja radula,665,La raie râpe,,146,60.0,75,40.0,350.0,Sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.","DORIS, 25/05/2021 : Raja radula Delaroche, 1809,",https://doris.ffessm.fr/ref/specie/5454,,,
Raja undulata,670,La raie brunette,,146,80.0,100,10.0,100.0,Sur le fond,,,"Fonds côtiers de sable ou de graviers et fonds sablo vaseux plus au large, souvent enfouie, activité nocturne.",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," JABOULAY Annie, SITTLER Alain-Pierre, CHANET Bruno in : DORIS, 10/11/2020 : Raja undulata Lacépède, 1802",https://doris.ffessm.fr/ref/specie/1303,,,
Rajella fyllae,673,La raie ronde,,146,55.0,60,150.0,2000.0,Sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Raniceps raninus,387,Le trident,,52,20.0,25,5.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Ranzania laevis,135,Le poisson lune tronqué,,31,60.0,80,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Rastrelliger kanagurta,105,le maquereau indien,,25,30.0,35,5.0,20.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Regalecus glesne,147,Le regalec,,37,700.0,1100,100.0,1000.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Reinhardtius hippoglossoides,537,Le flétan noir,,113,70.0,80,50.0,2000.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Remora albescens,153,Le rémora des mantas,,39,25.0,33,0.0,40.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Remora australis,155,Le rémora des cétacés,,39,40.0,76,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Remora brachyptera,152,Le rémora blanc des marlins,,39,30.0,40,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Remora osteochir,150,Le rémora noir des marlins,,39,35.0,45,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Remora remora,154,Le rémora des requins,,39,65.0,86,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Rhabdosargus haffara,192,Le sar Haffara,,44,25.0,35,2.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Rhincodon typus,618,Le requin baleine,,134,1000.0,1200,0.0,130.0,,,,Espece Solitaire,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," GALLOIS Franck, RAVEL Corinne, ADER Denis, FEY Laurent, HUET Sylvie in : DORIS, 07/01/2022 : Rhincodon typus Smith, 1828",https://doris.ffessm.fr/ref/specie/836,,,
Rhinobatos rhinobatos,656,La raie guitare commune,,145,80.0,100,0.0,100.0,Vit sur le fond,,,Fréquente les fonds meubles.,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Rhizoprionodon acutus,645,Le requin à museau pointu,,140,100.0,120,0.0,50.0,,,,"Côtier, jusque dans les estuaires",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Rhynchoconger trewavasae,496,Le congre de trewasas,,100,50.0,60,50.0,70.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Rostroraja alba,659,La raie blanche,,146,100.0,150,40.0,200.0,Sur le fond,,,Fonds durs peu pentus mais aussi sable et herbiers,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.","DORIS, 30/05/2022 : Rostroraja alba (Lacepède, 1803)",https://doris.ffessm.fr/ref/specie/5594,,,
Salaria basilisca,354,La blennie-basilic,,82,13.0,15,2.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Salaria pavo,355,La blennie paon,,82,10.0,12,0.5,2.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," FOURNIER Eric, BORGES Jean-Philippe, LAMARE Véronique in : DORIS, 28/09/2022 : Salaria pavo (Risso, 1810)",https://doris.ffessm.fr/ref/specie/932,,53,464.0
Salmo salar,43,Le saumon atlantique,,14,100.0,130,5.0,20.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Salmo trutta trutta,44,La truite de mer,,14,80.0,100,5.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Salvelinus alpinus,49,L’omble chevalier,,14,50.0,60,1.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Salvelinus fontinalis,50,Le saumon de fontaine,,14,40.0,50,1.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sarda sarda,106,La bonite à dos rayé,,25,70.0,80,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sardina pilchardus,1,La sardine,,1,18.0,20,5.0,60.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sardinella aurita,5,La sardinelle,,1,25.0,30,10.0,80.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sardinella maderensis,6,La sardinelle de Madère,,1,24.0,27,5.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sargocentron hastatum,253,Le poisson-écureuil africain,,59,20.0,25,5.0,40.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sargocentron rubrum,254,Le poisson-écureuil de mer Rouge,,59,18.0,20,5.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sarpa salpa,200,La saupe,,44,30.0,35,1.0,15.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LESUR Nathalie, ZIEMSKI Frédéric, SITTLER Alain-Pierre in : DORIS, 08/11/2020 : Sarpa salpa (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/431,,12,1164.0
Saurida undosquamis,477,Le poisson-lézard à grandes écailles,,91,30.0,50,20.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Scartella cristata,346,La blennie chevelue,,82,8.0,9,0.5,2.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Scarus ghobban,242,Le poisson-perroquet bleu,,54,50.0,75,1.0,70.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Schedophilus medusophagus,26,Le rouffe des meduses,,5,40.0,50,0.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Schedophilus ovalis,23,Le rouffe impérial,,5,70.0,80,0.0,250.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sciaena umbra,277,Le corb,,64,35.0,40,10.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," PERRIER Philippe, ANDRÉ Frédéric, PEAN Michel in : DORIS, 30/10/2021 : Sciaena umbra Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/101,,38,304.0
Scomber japonicus,104,Le maquereau espagnol,,25,30.0,40,10.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Scomber scombrus,103,Le maquereau commun,,25,35.0,40,0.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Scomberesox saurus,122,Le balaou,,27,40.0,50,0.0,15.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Scomberomorus commerson,117,Le thazard rayé,,25,100.0,150,10.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Scomberomorus tritor,116,Le thazard blanc,,25,60.0,80,0.0,15.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Scophthalmus maximus,551,Le turbot,,116,50.0,80,2.0,70.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Scophthalmus rhombus,552,La barbue,,116,50.0,75,2.0,70.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Scorpaena elongata,363,La rascasse rose,,83,45.0,45,75.0,80.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Scorpaena loppei,361,La rascasse de Loppé,,83,8.0,10,80.0,300.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Scorpaena maderensis,357,La rascasse de Madère,,83,10.0,12,3.0,20.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," BODILIS Pascaline, CHANET Bruno, LE BRIS Sylvain in : DORIS, 12/11/2020 : Scorpaena maderensis Valenciennes, 1833",https://doris.ffessm.fr/ref/specie/1825,,54,386.0
Scorpaena notata,360,La petite rascasse rouge,,83,15.0,17,10.0,50.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," VIGNAUD Thomas, PERRIER Philippe, BERNIER Emmanuel, LE BRIS Sylvain in : DORIS, 08/11/2020 : Scorpaena notata Rafinesque, 1810",https://doris.ffessm.fr/ref/specie/400,,56,385.0
Scorpaena porcus,358,La rascasse brune,,83,22.0,25,5.0,20.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," BODILIS Pascaline, LE BRIS Sylvain in : DORIS, 09/11/2020 : Scorpaena porcus Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/741,,55,434.0
Scorpaena scrofa,362,Le chapon,,83,35.0,40,20.0,100.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," VIGNAUD Thomas, PEAN Michel, GUICHARD Benjamin, LE BRIS Sylvain in : DORIS, 30/12/2020 : Scorpaena scrofa Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/656,,57,426.0
Scorpaena stephanica,359,La rascasse à nageoires ponctuées,,83,30.0,40,80.0,600.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Scorpaenodes arenai,364,La rascasse de messine,,83,9.0,11,20.0,50.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Scyliorhinus canicula,600,La petite roussette,,125,60.0,70,20.0,100.0,,,,"Vit surtout sur les fonds de sables et graviers, chasse principalement la nuit",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," COELENBIER Pierre, ZIEMSKI Frédéric, MÜLLER Yves in : DORIS, 18/02/2021 : Scyliorhinus canicula (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/531,autres_noms,,
Scyliorhinus stellaris,601,La grande roussette,,125,100.0,120,10.0,60.0,,,,"Vit surtout sur les fonds rocheux, activité nocturne. Espece rare.",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," SAUGE-MERLE Sandrine, PEAN Michel in : DORIS, 06/12/2022 : Scyliorhinus stellaris (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/518,,,
Scyris alexandrina,82,Le cordonnier bossu,,20,60.0,80,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sebastapistes mauritiana,365,La rascasse de Maurice,,83,6.0,8,1.0,10.0,Vivent sur le fond,,Epines venimeuses (piqure douloureuse),,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sebastes norvegicus,367,Le grand sébaste,,83,50.0,100,30.0,1000.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Sebastes viviparus,366,Le petit sébaste,,83,25.0,35,10.0,760.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Selar crumenophtalmus,73,Le selar gros yeux,,20,30.0,40,10.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Selene dorsalis,84,Le musso Africain,,20,30.0,38,0.0,100.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Seriola carpenteri,90,La seriole guinéene,,20,45.0,55,0.0,200.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
